epoch,train_loss,val_loss,val_r2_log10,lr,sec
1,0.3449753876613534,0.33073995034129633,0.0799865648150444,0.0002,106.23813104629517
2,0.32976331957008526,0.32320028267843876,0.10928108543157578,0.0004,105.7095947265625
3,0.32217829593497777,0.31758479713704546,0.12867558002471924,0.0006,107.81195521354675
4,0.31657124942411546,0.3105799242251181,0.14627283811569214,0.0008,121.39143919944763
5,0.3122478222285492,0.30866684338260936,0.14184431731700897,0.001,114.39277219772339
6,0.3087797160273877,0.3051796777744514,0.15012086927890778,0.0009987820251299122,114.58407664299011
7,0.3058312224413174,0.3022983058684134,0.17069923877716064,0.0009951340343707852,122.99229574203491
8,0.30162164791338686,0.29387757078760623,0.17831222712993622,0.0009890738003669028,112.89617276191711
9,0.29730929770115494,0.29538972916975187,0.18092353641986847,0.0009806308479691594,112.86004519462585
10,0.2918211893542953,0.2886489287793981,0.20811468362808228,0.0009698463103929542,121.27393579483032
11,0.28737740966936814,0.2850963797183395,0.21056009829044342,0.0009567727288213005,113.30938601493835
12,0.2844633830306323,0.279971453754199,0.2291356474161148,0.0009414737964294635,108.70134902000427
13,0.28210579653580986,0.2798548410565867,0.2213432788848877,0.0009240240480782129,108.80367374420166
14,0.28055380778252215,0.27848253954697205,0.23047541081905365,0.0009045084971874737,109.6361939907074
15,0.278951770628708,0.2731025964021683,0.2539043426513672,0.000883022221559489,108.07997679710388
16,0.27664291550931724,0.2733233197231513,0.24981136620044708,0.0008596699001693256,109.34484386444092
17,0.2758485897619655,0.2740702343986214,0.24576951563358307,0.0008345653031794292,111.2435040473938
18,0.2761165640708329,0.27106607537393623,0.26032912731170654,0.0008078307376628292,111.89077305793762
19,0.27481635991429937,0.27065055804445565,0.25141647458076477,0.0007795964517353734,111.9937539100647
20,0.2738951453804106,0.27144654456935174,0.2545665204524994,0.00075,111.3512110710144
21,0.27290086385564527,0.2672913712745457,0.26438599824905396,0.0007191855733945387,110.52496814727783
22,0.2723156892735025,0.26755691677159654,0.25859424471855164,0.0006873032967079561,110.57205700874329
23,0.27141419369457426,0.2647728829542336,0.2774478495121002,0.0006545084971874737,110.0611047744751
24,0.2712193710324557,0.26571433091094726,0.2655571401119232,0.0006209609477998338,109.09937477111816
25,0.27028990168718325,0.2645955646485952,0.2783166170120239,0.0005868240888334653,111.63971185684204
26,0.26956078262216804,0.2651989749401291,0.26811832189559937,0.0005522642316338268,109.8735511302948
27,0.26899284777649934,0.2657718045174042,0.2721000015735626,0.0005174497483512506,109.06407117843628
28,0.26856289532953415,0.2659872104494558,0.26721838116645813,0.0004825502516487497,111.1028299331665
29,0.26812958261673003,0.263204396201696,0.2795872092247009,0.00044773576836617336,109.18827605247498
30,0.2673612103622029,0.2619910523553804,0.2813301086425781,0.00041317591116653486,108.22306799888611
31,0.2665339237106019,0.26154130145993537,0.2855166494846344,0.0003790390522001662,109.84306716918945
32,0.26619262938266214,0.26094853430125065,0.28205808997154236,0.00034549150281252633,108.49808406829834
33,0.26557174539868383,0.2614241247576785,0.28031593561172485,0.00031269670329204396,109.7858669757843
34,0.26491425127006957,0.2601390648956244,0.28184375166893005,0.00028081442660546124,108.66501665115356
35,0.26475103424079177,0.25978480210538546,0.2800295650959015,0.0002500000000000001,108.05435419082642
36,0.26436232653433,0.2583404372020953,0.2917216718196869,0.00022040354826462666,108.7005980014801
37,0.26329167700116185,0.25704875829591917,0.295736163854599,0.00019216926233717085,108.85443592071533
38,0.2627212419566037,0.2588291181132973,0.29415637254714966,0.00016543469682057105,109.9152979850769
39,0.2623916179481624,0.2565810699338858,0.28773412108421326,0.00014033009983067452,111.0949010848999
40,0.2614531176785628,0.25687459507429533,0.29507485032081604,0.00011697777844051105,110.96829390525818
41,0.26082044430616974,0.2563357820917416,0.30434301495552063,9.549150281252633e-05,108.80909204483032
42,0.2601866491570853,0.2559662512099812,0.2911176085472107,7.597595192178702e-05,109.91202020645142
43,0.2600074823135915,0.2556060523311527,0.29996225237846375,5.852620357053651e-05,111.1843421459198
44,0.2593896526573361,0.2544998530018536,0.3023277819156647,4.322727117869951e-05,110.40551710128784
45,0.25966821648720384,0.25409430739162975,0.3015439808368683,3.0153689607045842e-05,381.4747619628906
46,0.2590655691165855,0.2538967079165354,0.30040955543518066,1.9369152030840554e-05,503.9427316188812
47,0.25858034450506817,0.2534342820761521,0.30599847435951233,1.0926199633097156e-05,1020.0874629020691
48,0.2580919169753358,0.2534717553957349,0.303975909948349,4.865965629214819e-06,1024.51633310318
49,0.258123856253814,0.25335052135707326,0.30318525433540344,1.2179748700879012e-06,106.51141309738159
50,0.2575854848368444,0.25302792904693955,0.3043590486049652,0.0,104.88201689720154
