epoch,train_loss,val_loss,val_r2_log10,lr,sec,val_r2_a1,val_r2_a10,val_r2_a100
1,0.35872838482044744,0.3307655202171017,0.06343046575784683,0.0002,826.499274969101,-0.025402838364243507,0.07396403700113297,0.14944545924663544
2,0.309018911615662,0.29648065928778894,0.1645040065050125,0.0004,871.9596540927887,0.008880923502147198,0.18638676404953003,0.31832805275917053
3,0.29618761843961217,0.2892520041824076,0.19907508790493011,0.0006,884.4134089946747,0.01874440349638462,0.22949659824371338,0.3633773624897003
4,0.28702489043707435,0.28646204435411904,0.2132931351661682,0.0008,879.4550549983978,0.025838321074843407,0.24504812061786652,0.38368168473243713
5,0.2831653980673223,0.27768318742685927,0.2345859408378601,0.001,880.3547887802124,0.02767551876604557,0.2743009924888611,0.41521382331848145
6,0.27912262935137405,0.2789181876561545,0.23059332370758057,0.0009987820251299122,876.8362150192261,0.0235120952129364,0.2661918103694916,0.4122365415096283
7,0.2773209681113561,0.2762032235633431,0.24574141204357147,0.0009951340343707852,879.5191447734833,0.031203165650367737,0.2805390954017639,0.4375944137573242
8,0.2757891041645105,0.27240465572803696,0.24409741163253784,0.0009890738003669028,871.9834477901459,0.034813497215509415,0.2829476594924927,0.42761483788490295
9,0.2733715798219909,0.27100873906488365,0.2595933973789215,0.0009806308479691594,880.6751608848572,0.03956031799316406,0.29770171642303467,0.4603513777256012
10,0.27122823347647984,0.26791504189113663,0.2490595430135727,0.0009698463103929542,883.1918966770172,0.023800289258360863,0.2808258831501007,0.4599730968475342
11,0.27009117790106413,0.26543310654990243,0.2744431793689728,0.0009567727288213005,881.6512711048126,0.04669283702969551,0.310169517993927,0.4870773255825043
12,0.268458048912926,0.2648655788574605,0.2712395489215851,0.0009414737964294635,8493.271106243134,0.04019574820995331,0.30964189767837524,0.48576030135154724
13,0.26732347699395126,0.264851803293807,0.26611801981925964,0.0009240240480782129,1558.2340590953827,0.04313868656754494,0.3016573488712311,0.4718674123287201
14,0.2672005836730418,0.26360531039320667,0.27414125204086304,0.0009045084971874737,1098.48694896698,0.04465111717581749,0.3091190457344055,0.48432672023773193
15,0.265980350766061,0.2653236368488025,0.2692365348339081,0.000883022221559489,922.0042552947998,0.03661453723907471,0.3071707785129547,0.4809859097003937
16,0.2656032534937064,0.2616858975907971,0.28504452109336853,0.0008596699001693256,926.0939431190491,0.04737342521548271,0.3232835829257965,0.5017204880714417
17,0.2649211327774801,0.26261046959485623,0.2752033472061157,0.0008345653031794292,945.6091167926788,0.04044875130057335,0.311418741941452,0.4939139187335968
18,0.26459156673239626,0.2619519539478886,0.2847040593624115,0.0008078307376628292,967.7227129936218,0.05360446870326996,0.3217940628528595,0.5009281039237976
19,0.26456021397658014,0.26146181634051263,0.2855444848537445,0.0007795964517353734,935.3545348644257,0.0469038300216198,0.3226510286331177,0.5069076418876648
20,0.26399200209888857,0.25919346838672724,0.2891707122325897,0.00075,906.7291510105133,0.05111493542790413,0.32581430673599243,0.5122055411338806
21,0.2628104803894741,0.2619858762260117,0.2753758430480957,0.0007191855733945387,899.4086079597473,0.043516382575035095,0.30767014622688293,0.4959098994731903
22,0.2630003634462322,0.258926792296371,0.28569889068603516,0.0006873032967079561,907.0104460716248,0.04608061909675598,0.3202037215232849,0.508534848690033
23,0.26204230161248776,0.25988117015430695,0.28528016805648804,0.0006545084971874737,925.4898853302002,0.04562738165259361,0.3204124867916107,0.5108910202980042
24,0.26155086288201634,0.26112515337205344,0.2815927565097809,0.0006209609477998338,907.903589963913,0.05476344749331474,0.31507763266563416,0.4909416139125824
25,0.26068733141258144,0.2599354784268175,0.28277477622032166,0.0005868240888334653,885.1962959766388,0.04609102010726929,0.3182789385318756,0.5052940249443054
26,0.2607793500997882,0.2607653393393996,0.289809912443161,0.0005522642316338268,918.055319070816,0.05101853981614113,0.32375895977020264,0.5112281441688538
27,0.2601313925523689,0.26002813720634216,0.2753762900829315,0.0005174497483512506,905.1147997379303,0.037061259150505066,0.3077634871006012,0.5043681263923645
28,0.259484181812276,0.258338586787957,0.2844752073287964,0.0004825502516487497,910.6009187698364,0.04231233522295952,0.3199615180492401,0.5120000243186951
29,0.2584815192049828,0.2572280507039473,0.2936086356639862,0.00044773576836617336,1074.2244918346405,0.04857823625206947,0.3310794532299042,0.5220476984977722
30,0.25891266943535945,0.2604685981321886,0.2803717851638794,0.00041317591116653486,922.9250409603119,0.04147361218929291,0.314324289560318,0.5090212225914001
31,0.2583487430452437,0.2575196249119808,0.29100191593170166,0.0003790390522001662,917.8176879882812,0.04701830446720123,0.3281181752681732,0.5191678404808044
32,0.2587135354893795,0.2557815713861774,0.2942183315753937,0.00034549150281252633,892.9994411468506,0.05085444450378418,0.3313325345516205,0.5210508704185486
33,0.25820832637989005,0.2553401200929818,0.298642098903656,0.00031269670329204396,946.8119087219238,0.06302870064973831,0.33615052700042725,0.5197720527648926
34,0.2573937903819741,0.25445568639074445,0.3038058578968048,0.00028081442660546124,953.7112998962402,0.05592580512166023,0.3434638977050781,0.531790554523468
35,0.2572033853094647,0.25479752316295756,0.2959896922111511,0.0002500000000000001,910.9041857719421,0.05150529742240906,0.32950708270072937,0.528487503528595
36,0.25665523640919424,0.25466438456077795,0.2899441719055176,0.00022040354826462666,892.0669357776642,0.04529346153140068,0.32183441519737244,0.5230123400688171
37,0.25572328981066095,0.25448372589714957,0.2956794500350952,0.00019216926233717085,916.1573150157928,0.05100985988974571,0.32787322998046875,0.5309425592422485
38,0.2554471963233706,0.2533848846406606,0.29799070954322815,0.00016543469682057105,884.6319370269775,0.048873383551836014,0.3340841829776764,0.5301885008811951
39,0.2547490621174591,0.25369643355380594,0.30027782917022705,0.00014033009983067452,873.6178097724915,0.055091723799705505,0.3393256366252899,0.5264051556587219
40,0.254981307545002,0.253065365415088,0.30330219864845276,0.00011697777844051105,870.6135830879211,0.055640194565057755,0.3385511338710785,0.5375847816467285
41,0.2542337328195572,0.2521044155421285,0.3051448166370392,9.549150281252633e-05,884.0967690944672,0.05436783656477928,0.34280169010162354,0.538537323474884
42,0.25351136801899343,0.2524699126020332,0.3049045503139496,7.597595192178702e-05,867.5784618854523,0.05688975751399994,0.341743141412735,0.5386280417442322
43,0.25465407172838844,0.252288576323173,0.3039465844631195,5.852620357053651e-05,873.5031569004059,0.05664084479212761,0.3397517204284668,0.536240816116333
44,0.25360074302424557,0.2515807266352494,0.3052252233028412,4.322727117869951e-05,890.7237961292267,0.05505647137761116,0.34131309390068054,0.5402825474739075
45,0.2538868603930957,0.2513791266721108,0.30902454257011414,3.0153689607045842e-05,872.5524401664734,0.05941540375351906,0.346930593252182,0.5423863530158997
46,0.2536612277229627,0.25137351100155386,0.31112775206565857,1.9369152030840554e-05,870.2247979640961,0.062114816159009933,0.3484364449977875,0.5447468161582947
47,0.25308505241637647,0.25117660791887714,0.3089157044887543,1.0926199633097156e-05,872.0892601013184,0.059443920850753784,0.3453609049320221,0.5437666773796082
48,0.25358868353608727,0.25115821988596393,0.30787789821624756,4.865965629214819e-06,872.4599988460541,0.057434406131505966,0.3447483479976654,0.5431186556816101
49,0.25251328250852184,0.2510568697673048,0.3089393675327301,1.2179748700879012e-06,870.0560109615326,0.05814403295516968,0.34579703211784363,0.5446847677230835
50,0.25375311318515004,0.25104162811888436,0.30888187885284424,0.0,889.4207599163055,0.05802880600094795,0.3456977307796478,0.544694721698761
